facilityId,Name,Street,LGA,State,Email
424,KatJib,,Jibia,Katsina,KatJib@phcsample.com
425,KatKaf,,Kafur,Katsina,KatKaf@phcsample.com
426,KatKai,,Kaita,Katsina,KatKai@phcsample.com
427,KatKan,,Kankara,Katsina,KatKan@phcsample.com
428,KatKan,,Kankia,Katsina,KatKan@phcsample.com
429,KatKat,,Katsina,Katsina,KatKat@phcsample.com
430,KatKur,,Kurfi,Katsina,KatKur@phcsample.com
431,KatKus,,Kusada,Katsina,KatKus@phcsample.com
432,KatMai,,Mai'Adua,Katsina,KatMai@phcsample.com
433,KatMal,,Malumfashi,Katsina,KatMal@phcsample.com
434,KatMan,,Mani,Katsina,KatMan@phcsample.com
435,KatMas,,Mashi,Katsina,KatMas@phcsample.com
436,KatMat,,Matazuu,Katsina,KatMat@phcsample.com
437,KatMus,,Musawa,Katsina,KatMus@phcsample.com
438,KatRim,,Rimi,Katsina,KatRim@phcsample.com
439,KatSab,,Sabuwa,Katsina,KatSab@phcsample.com
440,KatSaf,,Safana,Katsina,KatSaf@phcsample.com
441,KatSan,,Sandamu,Katsina,KatSan@phcsample.com
442,KatZan,,Zango,Katsina,KatZan@phcsample.com
443,KebAle,,Aleiro,Kebbi,KebAle@phcsample.com
444,KebAre,,Arewa-Dandi,Kebbi,KebAre@phcsample.com
445,KebArg,,Argungu,Kebbi,KebArg@phcsample.com
446,KebAug,,Augie,Kebbi,KebAug@phcsample.com
447,KebBag,,Bagudo,Kebbi,KebBag@phcsample.com
448,KebBir,,Birnin Kebbi,Kebbi,KebBir@phcsample.com
449,KebBun,,Bunza,Kebbi,KebBun@phcsample.com
450,KebDan,,Dandi,Kebbi,KebDan@phcsample.com
451,KebFak,,Fakai,Kebbi,KebFak@phcsample.com
452,KebGwa,,Gwandu,Kebbi,KebGwa@phcsample.com
453,KebJeg,,Jega,Kebbi,KebJeg@phcsample.com
454,KebKal,,Kalgo,Kebbi,KebKal@phcsample.com
455,KebKok,,Koko/Besse,Kebbi,KebKok@phcsample.com
456,KebMai,,Maiyama,Kebbi,KebMai@phcsample.com
457,KebNga,,Ngaski,Kebbi,KebNga@phcsample.com
458,KebSak,,Sakaba,Kebbi,KebSak@phcsample.com
459,KebSha,,Shanga,Kebbi,KebSha@phcsample.com
460,KebSur,,Suru,Kebbi,KebSur@phcsample.com
461,KebWas,,Wasagu/Danko,Kebbi,KebWas@phcsample.com
462,KebYau,,Yauri,Kebbi,KebYau@phcsample.com
463,KebZur,,Zuru,Kebbi,KebZur@phcsample.com
464,KogAda,,Adavi,Kogi,KogAda@phcsample.com
465,KogAja,,Ajaokuta,Kogi,KogAja@phcsample.com
466,KogAnk,,Ankpa,Kogi,KogAnk@phcsample.com
467,KogBas,,Bassa,Kogi,KogBas@phcsample.com
468,KogDek,,Dekina,Kogi,KogDek@phcsample.com
469,KogIba,,Ibaji,Kogi,KogIba@phcsample.com
470,KogIda,,Idah,Kogi,KogIda@phcsample.com
471,KogIga,,Igalamela-Odolu,Kogi,KogIga@phcsample.com
472,KogIju,,Ijumu,Kogi,KogIju@phcsample.com
473,KogKab,,Kabba/Bunu,Kogi,KogKab@phcsample.com
474,KogKog,,Kogi,Kogi,KogKog@phcsample.com
475,KogLok,,Lokoja,Kogi,KogLok@phcsample.com
476,KogMop,,Mopa-Muro,Kogi,KogMop@phcsample.com
477,KogOfu,,Ofu,Kogi,KogOfu@phcsample.com
478,KogOgo,,Ogori/Mangongo,Kogi,KogOgo@phcsample.com
479,KogOke,,Okehi,Kogi,KogOke@phcsample.com
480,KogOke,,Okene,Kogi,KogOke@phcsample.com
481,KogOla,,Olamabolo,Kogi,KogOla@phcsample.com
482,KogOma,,Omala,Kogi,KogOma@phcsample.com
483,KogYag,,Yagba East,Kogi,KogYag@phcsample.com
484,KogYag,,Yagba West,Kogi,KogYag@phcsample.com
485,KwaAsa,,Asa,Kwara,KwaAsa@phcsample.com
486,KwaBar,,Baruten,Kwara,KwaBar@phcsample.com
487,KwaEdu,,Edu,Kwara,KwaEdu@phcsample.com
488,KwaEki,,Ekiti,Kwara,KwaEki@phcsample.com
489,KwaIfe,,Ifelodun,Kwara,KwaIfe@phcsample.com
490,KwaIlo,,Ilorin East,Kwara,KwaIlo@phcsample.com
491,KwaIlo,,Ilorin West,Kwara,KwaIlo@phcsample.com
492,KwaIre,,Irepodun,Kwara,KwaIre@phcsample.com
493,KwaIsi,,Isin,Kwara,KwaIsi@phcsample.com
494,KwaKai,,Kaiama,Kwara,KwaKai@phcsample.com
495,KwaMor,,Moro,Kwara,KwaMor@phcsample.com
496,KwaOff,,Offa,Kwara,KwaOff@phcsample.com
497,KwaOke,,Oke-Ero,Kwara,KwaOke@phcsample.com
498,KwaOyu,,Oyun,Kwara,KwaOyu@phcsample.com
499,KwaPat,,Pategi,Kwara,KwaPat@phcsample.com
500,LagAge,,Agege,Lagos,LagAge@phcsample.com
501,LagAje,,Ajeromi-Ifelodun,Lagos,LagAje@phcsample.com
502,LagAli,,Alimosho,Lagos,LagAli@phcsample.com
503,LagAmu,,Amuwo-Odofin,Lagos,LagAmu@phcsample.com
504,LagApa,,Apapa,Lagos,LagApa@phcsample.com
505,LagBad,,Badagry,Lagos,LagBad@phcsample.com
506,LagEpe,,Epe,Lagos,LagEpe@phcsample.com
507,LagEti,,Eti-Osa,Lagos,LagEti@phcsample.com
508,LagIbe,,Ibeju/Lekki,Lagos,LagIbe@phcsample.com
509,LagIfa,,Ifako-Ijaye,Lagos,LagIfa@phcsample.com
510,LagIke,,Ikeja,Lagos,LagIke@phcsample.com
511,LagIko,,Ikorodu,Lagos,LagIko@phcsample.com
512,LagKos,,Kosofe,Lagos,LagKos@phcsample.com
513,LagLag,,Lagos Island,Lagos,LagLag@phcsample.com
514,LagLag,,Lagos Mainland,Lagos,LagLag@phcsample.com
515,LagMus,,Mushin,Lagos,LagMus@phcsample.com
516,LagOjo,,Ojo,Lagos,LagOjo@phcsample.com
517,LagOsh,,Oshodi-Isolo,Lagos,LagOsh@phcsample.com
518,LagSho,,Shomolu,Lagos,LagSho@phcsample.com
519,LagSur,,Surulere,Lagos,LagSur@phcsample.com
520,NasAkw,,Akwanga,Nasarawa,NasAkw@phcsample.com
521,NasAwe,,Awe,Nasarawa,NasAwe@phcsample.com
522,NasDom,,Doma,Nasarawa,NasDom@phcsample.com
523,NasKar,,Karu,Nasarawa,NasKar@phcsample.com
524,NasKea,,Keana,Nasarawa,NasKea@phcsample.com
525,NasKef,,Keffi,Nasarawa,NasKef@phcsample.com
526,NasKok,,Kokona,Nasarawa,NasKok@phcsample.com
527,NasLaf,,Lafia,Nasarawa,NasLaf@phcsample.com
528,NasNas,,Nasarawa,Nasarawa,NasNas@phcsample.com
529,NasNas,,Nasarawa-Eggon,Nasarawa,NasNas@phcsample.com
530,NasObi,,Obi,Nasarawa,NasObi@phcsample.com
531,NasTot,,Toto,Nasarawa,NasTot@phcsample.com
532,NasWam,,Wamba,Nasarawa,NasWam@phcsample.com
533,NigAga,,Agaie,Niger,NigAga@phcsample.com
534,NigAgw,,Agwara,Niger,NigAgw@phcsample.com
535,NigBid,,Bida,Niger,NigBid@phcsample.com
536,NigBor,,Borgu,Niger,NigBor@phcsample.com
537,NigBos,,Bosso,Niger,NigBos@phcsample.com
538,NigCha,,Chanchaga,Niger,NigCha@phcsample.com
539,NigEda,,Edati,Niger,NigEda@phcsample.com
540,NigGba,,Gbako,Niger,NigGba@phcsample.com
541,NigGur,,Gurara,Niger,NigGur@phcsample.com
542,NigKat,,Katcha,Niger,NigKat@phcsample.com
543,NigKon,,Kontagora,Niger,NigKon@phcsample.com
544,NigLap,,Lapai,Niger,NigLap@phcsample.com
545,NigLav,,Lavun,Niger,NigLav@phcsample.com
546,NigMag,,Magama,Niger,NigMag@phcsample.com
547,NigMar,,Mariga,Niger,NigMar@phcsample.com
548,NigMas,,Mashegu,Niger,NigMas@phcsample.com
549,NigMok,,Mokwa,Niger,NigMok@phcsample.com
550,NigMuy,,Muya,Niger,NigMuy@phcsample.com
551,NigPai,,Pailoro,Niger,NigPai@phcsample.com
552,NigRaf,,Rafi,Niger,NigRaf@phcsample.com
553,NigRij,,Rijau,Niger,NigRij@phcsample.com
554,NigShi,,Shiroro,Niger,NigShi@phcsample.com
555,NigSul,,Suleja,Niger,NigSul@phcsample.com
556,NigTaf,,Tafa,Niger,NigTaf@phcsample.com
557,NigWus,,Wushishi,Niger,NigWus@phcsample.com
558,OguAbe,,Abeokuta North,Ogun,OguAbe@phcsample.com
559,OguAbe,,Abeokuta South,Ogun,OguAbe@phcsample.com
560,OguAdo,,Ado-Odo/Ota,Ogun,OguAdo@phcsample.com
561,OguEgb,,Egbado North,Ogun,OguEgb@phcsample.com
562,OguEgb,,Egbado South,Ogun,OguEgb@phcsample.com
563,OguEwe,,Ewekoro,Ogun,OguEwe@phcsample.com
564,OguIfo,,Ifo,Ogun,OguIfo@phcsample.com
565,OguIje,,Ijebu East,Ogun,OguIje@phcsample.com
566,OguIje,,Ijebu North,Ogun,OguIje@phcsample.com
567,OguIje,,Ijebu North East,Ogun,OguIje@phcsample.com
568,OguIje,,Ijebu Ode,Ogun,OguIje@phcsample.com
569,OguIke,,Ikenne,Ogun,OguIke@phcsample.com
570,OguIme,,Imeko-Afon,Ogun,OguIme@phcsample.com
571,OguIpo,,Ipokia,Ogun,OguIpo@phcsample.com
572,OguOba,,Obafemi-Owode,Ogun,OguOba@phcsample.com
573,OguOgu,,Ogun Waterside,Ogun,OguOgu@phcsample.com
574,OguOde,,Odeda,Ogun,OguOde@phcsample.com
575,OguOdo,,Odogbolu,Ogun,OguOdo@phcsample.com
576,OguRem,,Remo North,Ogun,OguRem@phcsample.com
577,OguSha,,Shagamu,Ogun,OguSha@phcsample.com
578,OndAko,,Akoko North East,Ondo,OndAko@phcsample.com
579,OndAko,,Akoko North West,Ondo,OndAko@phcsample.com
580,OndAko,,Akoko South Akure East,Ondo,OndAko@phcsample.com
581,OndAko,,Akoko South West,Ondo,OndAko@phcsample.com
582,OndAku,,Akure North,Ondo,OndAku@phcsample.com
583,OndAku,,Akure South,Ondo,OndAku@phcsample.com
584,OndEse,,Ese-Odo,Ondo,OndEse@phcsample.com
585,OndIda,,Idanre,Ondo,OndIda@phcsample.com
586,OndIfe,,Ifedore,Ondo,OndIfe@phcsample.com
587,OndIla,,Ilaje,Ondo,OndIla@phcsample.com
588,OndIle,,Ile-Oluji,Ondo,OndIle@phcsample.com
589,OndOke,,Okeigbo,Ondo,OndOke@phcsample.com
590,OndIre,,Irele,Ondo,OndIre@phcsample.com
591,OndOdi,,Odigbo,Ondo,OndOdi@phcsample.com
592,OndOki,,Okitipupa,Ondo,OndOki@phcsample.com
593,OndOnd,,Ondo East,Ondo,OndOnd@phcsample.com
594,OndOnd,,Ondo West,Ondo,OndOnd@phcsample.com
595,OndOse,,Ose,Ondo,OndOse@phcsample.com
596,OndOwo,,Owo,Ondo,OndOwo@phcsample.com
597,OsuAiy,,Aiyedade,Osun,OsuAiy@phcsample.com
598,OsuAiy,,Aiyedire,Osun,OsuAiy@phcsample.com
599,OsuAta,,Atakumosa East,Osun,OsuAta@phcsample.com
600,OsuAta,,Atakumosa West,Osun,OsuAta@phcsample.com
601,OsuBol,,Boluwaduro,Osun,OsuBol@phcsample.com
602,OsuBor,,Boripe,Osun,OsuBor@phcsample.com
603,OsuEde,,Ede North,Osun,OsuEde@phcsample.com
604,OsuEde,,Ede South,Osun,OsuEde@phcsample.com
605,OsuEgb,,Egbedore,Osun,OsuEgb@phcsample.com
606,OsuEji,,Ejigbo,Osun,OsuEji@phcsample.com
607,OsuIfe,,Ife Central,Osun,OsuIfe@phcsample.com
608,OsuIfe,,Ife East,Osun,OsuIfe@phcsample.com
609,OsuIfe,,Ife North,Osun,OsuIfe@phcsample.com
610,OsuIfe,,Ife South,Osun,OsuIfe@phcsample.com
611,OsuIfe,,Ifedayo,Osun,OsuIfe@phcsample.com
612,OsuIfe,,Ifelodun,Osun,OsuIfe@phcsample.com
613,OsuIla,,Ila,Osun,OsuIla@phcsample.com
614,OsuIle,,Ilesha East,Osun,OsuIle@phcsample.com
615,OsuIle,,Ilesha West,Osun,OsuIle@phcsample.com
616,OsuIre,,Irepodun,Osun,OsuIre@phcsample.com
617,OsuIre,,Irewole,Osun,OsuIre@phcsample.com
618,OsuIso,,Isokan,Osun,OsuIso@phcsample.com
619,OsuIwo,,Iwo,Osun,OsuIwo@phcsample.com
620,OsuObo,,Obokun,Osun,OsuObo@phcsample.com
621,OsuOdo,,Odo-Otin,Osun,OsuOdo@phcsample.com
622,OsuOla,,Ola-Oluwa,Osun,OsuOla@phcsample.com
623,OsuOlo,,Olorunda,Osun,OsuOlo@phcsample.com
624,OsuOri,,Oriade,Osun,OsuOri@phcsample.com
625,OsuOro,,Orolu,Osun,OsuOro@phcsample.com
626,OsuOso,,Osogbo,Osun,OsuOso@phcsample.com
627,OyoAfi,,Afijio,Oyo,OyoAfi@phcsample.com
628,OyoAki,,Akinyele,Oyo,OyoAki@phcsample.com
629,OyoAti,,Atiba,Oyo,OyoAti@phcsample.com
630,OyoAti,,Atigbo,Oyo,OyoAti@phcsample.com
631,OyoEgb,,Egbeda,Oyo,OyoEgb@phcsample.com
632,OyoIba,,Ibadan Central,Oyo,OyoIba@phcsample.com
633,OyoIba,,Ibadan North,Oyo,OyoIba@phcsample.com
634,OyoIba,,Ibadan North West,Oyo,OyoIba@phcsample.com
635,OyoIba,,Ibadan South East,Oyo,OyoIba@phcsample.com
636,OyoIba,,Ibadan South West,Oyo,OyoIba@phcsample.com
637,OyoIba,,Ibarapa Central,Oyo,OyoIba@phcsample.com
638,OyoIba,,Ibarapa East,Oyo,OyoIba@phcsample.com
639,OyoIba,,Ibarapa North,Oyo,OyoIba@phcsample.com
640,OyoIdo,,Ido,Oyo,OyoIdo@phcsample.com
641,OyoIre,,Irepo,Oyo,OyoIre@phcsample.com
642,OyoIse,,Iseyin,Oyo,OyoIse@phcsample.com
643,OyoIte,,Itesiwaju,Oyo,OyoIte@phcsample.com
644,OyoIwa,,Iwajowa,Oyo,OyoIwa@phcsample.com
645,OyoKaj,,Kajola,Oyo,OyoKaj@phcsample.com
646,OyoLag,,Lagelu Ogbomosho North,Oyo,OyoLag@phcsample.com
647,OyoOgb,,Ogbomosho South,Oyo,OyoOgb@phcsample.com
648,OyoOgo,,Ogo Oluwa,Oyo,OyoOgo@phcsample.com
649,OyoOlo,,Olorunsogo,Oyo,OyoOlo@phcsample.com
650,OyoOlu,,Oluyole,Oyo,OyoOlu@phcsample.com
651,OyoOna,,Ona-Ara,Oyo,OyoOna@phcsample.com
652,OyoOre,,Orelope,Oyo,OyoOre@phcsample.com
653,OyoOri,,Ori Ire,Oyo,OyoOri@phcsample.com
654,OyoOyo,,Oyo East,Oyo,OyoOyo@phcsample.com
655,OyoOyo,,Oyo West,Oyo,OyoOyo@phcsample.com
656,OyoSak,,Saki East,Oyo,OyoSak@phcsample.com
657,OyoSak,,Saki West,Oyo,OyoSak@phcsample.com
658,OyoSur,,Surulere,Oyo,OyoSur@phcsample.com
659,PlaBar,,Barikin Ladi,Plateau,PlaBar@phcsample.com
660,PlaBas,,Bassa,Plateau,PlaBas@phcsample.com
661,PlaBok,,Bokkos,Plateau,PlaBok@phcsample.com
662,PlaJos,,Jos East,Plateau,PlaJos@phcsample.com
663,PlaJos,,Jos North,Plateau,PlaJos@phcsample.com
664,PlaJos,,Jos South,Plateau,PlaJos@phcsample.com
665,PlaKan,,Kanam,Plateau,PlaKan@phcsample.com
666,PlaKan,,Kanke,Plateau,PlaKan@phcsample.com
667,PlaLan,,Langtang North,Plateau,PlaLan@phcsample.com
668,PlaLan,,Langtang South,Plateau,PlaLan@phcsample.com
669,PlaMan,,Mangu,Plateau,PlaMan@phcsample.com
670,PlaMik,,Mikang,Plateau,PlaMik@phcsample.com
671,PlaPan,,Pankshin,Plateau,PlaPan@phcsample.com
672,PlaQua,,Qua'an Pan,Plateau,PlaQua@phcsample.com
673,PlaRiy,,Riyom,Plateau,PlaRiy@phcsample.com
674,PlaShe,,Shendam,Plateau,PlaShe@phcsample.com
675,PlaWas,,Wase,Plateau,PlaWas@phcsample.com
676,RivAbu,,Abua/Odual,Rivers,RivAbu@phcsample.com
677,RivAho,,Ahoada East,Rivers,RivAho@phcsample.com
678,RivAho,,Ahoada West,Rivers,RivAho@phcsample.com
679,RivAku,,Akuku Toru,Rivers,RivAku@phcsample.com
680,RivAnd,,Andoni,Rivers,RivAnd@phcsample.com
681,RivAsa,,Asari-Toru,Rivers,RivAsa@phcsample.com
682,RivBon,,Bonny,Rivers,RivBon@phcsample.com
683,RivDeg,,Degema,Rivers,RivDeg@phcsample.com
684,RivEmo,,Emohua,Rivers,RivEmo@phcsample.com
685,RivEle,,Eleme,Rivers,RivEle@phcsample.com
686,RivEtc,,Etche,Rivers,RivEtc@phcsample.com
687,RivGok,,Gokana,Rivers,RivGok@phcsample.com
688,RivIkw,,Ikwerre,Rivers,RivIkw@phcsample.com
689,RivKha,,Khana,Rivers,RivKha@phcsample.com
690,RivObi,,Obia/Akpor,Rivers,RivObi@phcsample.com
691,RivOgb,,Ogba/Egbema/Ndoni,Rivers,RivOgb@phcsample.com
692,RivOgu,,Ogu/Bolo,Rivers,RivOgu@phcsample.com
693,RivOkr,,Okrika,Rivers,RivOkr@phcsample.com
694,RivOmu,,Omumma,Rivers,RivOmu@phcsample.com
695,RivOpo,,Opobo/Nkoro,Rivers,RivOpo@phcsample.com
696,RivOyi,,Oyigbo,Rivers,RivOyi@phcsample.com
697,RivPor,,Port-Harcourt,Rivers,RivPor@phcsample.com
698,RivTai,,Tai,Rivers,RivTai@phcsample.com
699,SokBin,,Binji,Sokoto,SokBin@phcsample.com
700,SokBod,,Bodinga,Sokoto,SokBod@phcsample.com
701,SokDan,,Dange-shnsi,Sokoto,SokDan@phcsample.com
702,SokGad,,Gada,Sokoto,SokGad@phcsample.com
703,SokGor,,Goronyo,Sokoto,SokGor@phcsample.com
704,SokGud,,Gudu,Sokoto,SokGud@phcsample.com
705,SokGaw,,Gawabawa,Sokoto,SokGaw@phcsample.com
706,SokIll,,Illela,Sokoto,SokIll@phcsample.com
707,SokIsa,,Isa,Sokoto,SokIsa@phcsample.com
708,SokKwa,,Kware,Sokoto,SokKwa@phcsample.com
709,Sokkeb,,kebbe,Sokoto,Sokkeb@phcsample.com
710,SokRab,,Rabah,Sokoto,SokRab@phcsample.com
711,SokSab,,Sabon birni,Sokoto,SokSab@phcsample.com
712,SokSha,,Shagari,Sokoto,SokSha@phcsample.com
713,SokSil,,Silame,Sokoto,SokSil@phcsample.com
714,SokSok,,Sokoto North,Sokoto,SokSok@phcsample.com
715,SokSok,,Sokoto South,Sokoto,SokSok@phcsample.com
716,SokTam,,Tambuwal,Sokoto,SokTam@phcsample.com
717,SokTqn,,Tqngaza,Sokoto,SokTqn@phcsample.com
718,SokTur,,Tureta,Sokoto,SokTur@phcsample.com
719,SokWam,,Wamako,Sokoto,SokWam@phcsample.com
720,SokWur,,Wurno,Sokoto,SokWur@phcsample.com
721,SokYab,,Yabo,Sokoto,SokYab@phcsample.com
722,TarArd,,Ardo-kola,Taraba,TarArd@phcsample.com
723,TarBal,,Bali,Taraba,TarBal@phcsample.com
724,TarDon,,Donga,Taraba,TarDon@phcsample.com
725,TarGas,,Gashaka,Taraba,TarGas@phcsample.com
726,TarCas,,Cassol,Taraba,TarCas@phcsample.com
727,TarIbi,,Ibi,Taraba,TarIbi@phcsample.com
728,TarJal,,Jalingo,Taraba,TarJal@phcsample.com
729,TarKar,,Karin-Lamido,Taraba,TarKar@phcsample.com
730,TarKur,,Kurmi,Taraba,TarKur@phcsample.com
731,TarLau,,Lau,Taraba,TarLau@phcsample.com
732,TarSar,,Sardauna,Taraba,TarSar@phcsample.com
733,TarTak,,Takum,Taraba,TarTak@phcsample.com
734,TarUss,,Ussa,Taraba,TarUss@phcsample.com
735,TarWuk,,Wukari,Taraba,TarWuk@phcsample.com
736,TarYor,,Yorro,Taraba,TarYor@phcsample.com
737,TarZin,,Zing,Taraba,TarZin@phcsample.com
738,YobBad,,Bade,Yobe,YobBad@phcsample.com
739,YobBur,,Bursari,Yobe,YobBur@phcsample.com
740,YobDam,,Damaturu,Yobe,YobDam@phcsample.com
741,YobFik,,Fika,Yobe,YobFik@phcsample.com
742,YobFun,,Fune,Yobe,YobFun@phcsample.com
743,YobGei,,Geidam,Yobe,YobGei@phcsample.com
744,YobGuj,,Gujba,Yobe,YobGuj@phcsample.com
745,YobGul,,Gulani,Yobe,YobGul@phcsample.com
746,YobJak,,Jakusko,Yobe,YobJak@phcsample.com
747,YobKar,,Karasuwa,Yobe,YobKar@phcsample.com
748,YobKar,,Karawa,Yobe,YobKar@phcsample.com
749,YobMac,,Machina,Yobe,YobMac@phcsample.com
750,YobNan,,Nangere,Yobe,YobNan@phcsample.com
751,YobNgu,,Nguru Potiskum,Yobe,YobNgu@phcsample.com
752,YobTar,,Tarmua,Yobe,YobTar@phcsample.com
753,YobYun,,Yunusari,Yobe,YobYun@phcsample.com
754,YobYus,,Yusufari,Yobe,YobYus@phcsample.com
755,ZamAnk,,Anka,Zamfara,ZamAnk@phcsample.com
756,ZamBak,,Bakura,Zamfara,ZamBak@phcsample.com
757,ZamBir,,Birnin Magaji,Zamfara,ZamBir@phcsample.com
758,ZamBuk,,Bukkuyum,Zamfara,ZamBuk@phcsample.com
759,ZamBun,,Bungudu,Zamfara,ZamBun@phcsample.com
760,ZamGum,,Gummi,Zamfara,ZamGum@phcsample.com
761,ZamGus,,Gusau,Zamfara,ZamGus@phcsample.com
762,ZamKau,,Kaura,Zamfara,ZamKau@phcsample.com
763,ZamNam,,Namoda,Zamfara,ZamNam@phcsample.com
764,ZamMar,,Maradun,Zamfara,ZamMar@phcsample.com
765,ZamMar,,Maru,Zamfara,ZamMar@phcsample.com
766,ZamShi,,Shinkafi,Zamfara,ZamShi@phcsample.com
767,ZamTal,,Talata Mafara,Zamfara,ZamTal@phcsample.com
768,ZamTsa,,Tsafe,Zamfara,ZamTsa@phcsample.com
769,ZamZur,,Zurmi,Zamfara,ZamZur@phcsample.com
